순번,관할관청,운행업체,노선번호,노선ID,기점,기점_STATION_ID,종점,종점_STATION_ID,주중배차간격,주말배차간격,상행첫차,상행막차,하행첫차,하행막차
2721, 파주시,신일여객,9710-1,229000247,문산읍행정복지센터,229001199,숭례문,101000022,280분,,,,,
2722, 파주시,신일여객,93-13,229000249,문산읍행정복지센터,229001199,하포리,229001301,,,16:50,16:50,17:30,17:30
2723, 파주시,신일여객,93-13,229000249,문산읍행정복지센터,229001199,하포리,229001301,,,,,,
2724, 파주시,신일여객,93-14,229000250,문산읍행정복지센터,229001199,해마루촌,229001154,,,20:50,20:50,21:40,21:40
2725, 파주시,신성여객,75,229000251,금촌차고지(기점),229001247,금촌차고지(종점),229001097,30분~70분,30분~70분,05:30,22:00,06:30,23:00
2726, 파주시,신성여객,75-1,229000252,금촌차고지(기점),229001247,탄현중학교,229001761,,,08:00,16:40,08:40,17:20
2727, 파주시,신성여객,75-1,229000252,금촌차고지(기점),229001247,탄현중학교,229001761,,,,,,
2728, 파주시,신성여객,75-3,229000253,금촌차고지(기점),229001247,맛고을입구,229000764,,80분~90분,08:00,21:40,08:25,22:00
2729, 파주시,신성여객,75-3,229000253,금촌차고지(기점),229001247,맛고을입구,229000764,,80분~90분,,,,
2730, 파주시,신성여객,75-2,229000254,금촌차고지(기점),229001247,금촌차고지(종점),229001097,100분~110분,,06:20,22:00,07:20,23:00
2731, 파주시,신성여객,75-2,229000254,금촌차고지(기점),229001247,금촌차고지(종점),229001097,100분~110분,,,,,
2732, 파주시,신성교통,3100,229000255,산내마을6.8단지,229001394,홍대입구역(중),113000422,13분~20분,20분~25분,05:00,23:30,06:05,00:30
2733, 파주시,신일여객,19,229000261,갈곡리종점,229001019,어둔리,229001472,185분,185분,07:25,20:00,07:50,20:25
2734, 파주시,신일여객,19-1,229000262,갈곡리종점,229001019,방미,229000213,35분~45분,35분~45분,06:50,21:20,07:05,21:35
2735, 파주시,신일여객,9709,229000263,장터고개.맥금동영업소,229000746,숭례문,101000022,105분,120분,04:50,00:50,06:20,02:20
2736, 파주시,신일여객,22-2,229000264,힐스테이트2차,229002807,문산수억중고등학교,229000269,45분~55분,45분~55분,08:00,21:55,08:20,22:15
2737, 파주시,신일여객,9709A,229000266,장터고개.맥금동영업소,229000746,숭례문,101000022,25분~60분,40분~70분,05:15,22:15,06:45,23:45
2738, 파주시,신일여객,9709A,229000266,장터고개.맥금동영업소,229000746,숭례문,101000022,25분~60분,40분~70분,05:25,22:05,06:55,23:35
2739, 파주시,파주-맑은교통,085,241209001,맑은교통차고지(경유),277102688,야당역,229002805,15분~20분,,5:20,00:05,,
2740, 파주시,파주-한일운수,064,241436002,금촌차고지(기점),229001247,장곡리,229002540,40분~60분,,5:00,23:00,,
2741, 파주시,파주-한일운수,078,241436004,장터고개.맥금동영업소,229000746,은석교사거리,229000801,8분~10분,,5:00,23:00,,
2742, 파주시,파주-한일운수,087,241436006,운정역,229001579,은석교사거리,229000801,80분~90분,,5:00,22:20,,
2743, 파주시,파주-한일운수,088,241436007,신성교하차고지,229001662,팔학골,229002485,120분,,5:20,22:20,,
2744, 파주시,파주-한일운수,034,241436008,금촌차고지(기점),229001247,문산읍행정복지센터,229002444,55분,,5:00,23:00,,
2745, 파주시,파주-한일운수,036,241436010,금촌차고지(기점),229001247,금촌차고지(종점),229001097,70분~80분,,5:00,23:00,,
2746, 파주시,파주-한일운수,034-1,241436016,금촌차고지(기점),229001247,문산읍행정복지센터,229002444,55분,,5:00,23:00,,
2747, 파주시,파주-한일운수,064쌍둥이,241436017,금촌차고지(기점),229001247,장곡1리종점.쌍둥이,229002352,40분~60분,,5:00,23:00,,
2748, 파주시,파주-한일운수,064재활용,241436018,금촌차고지(기점),229001247,재활용선별장,229002552,40분~60분,,5:00,23:00,,
2749, 파주시,파주-한일운수,038,241436029,장터고개.맥금동영업소,229001269,문산읍행정복지센터,229002444,100분,,5:00,23:00,,
2750, 파주시,파주-한일운수,025,241436031,금촌차고지(기점),229001247,웅지세무대학정문,229000657,40분~50분,,5:00,23:00,,
2751, 파주시,파주-한일운수,082,241436032,운정역,229002362,동패중.고등학교,229001473,20분~25분,,5:00,23:30,,
2752, 파주시,파주-한일운수,083,241436033,야당역,229002806,은석교사거리,229000801,35분~50분,,5:00,23:30,,
2753, 파주시,파주-한일운수,073,241436034,금촌차고지(기점),229001247,산남교차로,229001094,120분,,5:00,22:00,,
2754, 파주시,파주-명진교통,092,241437001,명진여객차고지(경유),277104517,적성전통시장,229001391,25분,,5:30,21:45,,
2755, 파주시,파주-명진교통,093,241437002,회차지(경유),277103710,학곡리회관,238000650,60분,,5:30,20:30,,
2756, 파주시,파주-명진교통,093-1,241437003,회차지(경유),277103710,원당3리마을회관,238000651,300분,,7:30,19:30,,
2757, 파주시,파주-문산여객,051A,241438001,문산역,229000291,문산역,229000291,10분,,5:30,23:40,,
2758, 파주시,파주-문산여객,051B,241438002,문산역,229000291,문산역,229000291,10분,,5:30,23:40,,
2759, 파주시,파주-문산여객,051A(행복),241438003,문산읍행정복지센터(마을),229002808,문산읍행정복지센터(마을),229002809,20분,,9:10,18:00,,
2760, 파주시,파주-문산여객,051B(행복),241438004,문산읍행정복지센터(마을),229002808,문산읍행정복지센터(마을),229002809,20분,,9:10,18:00,,
2761, 파주시,파주-문산여객,058A,241438005,파주행복센터,229000341,마정2리방호벽,229002408,20분~25분,,5:30,23:00,,
2762, 파주시,파주-문산여객,058A(임진각),241438006,파주행복센터,229000341,임진각,229001821,20분~25분,,5:30,23:00,,
2763, 파주시,파주-문산여객,058B,241438007,파주행복센터,229000341,마정2리방호벽,229002408,20분~25분,,5:30,23:00,,
2764, 파주시,파주-문산여객,058B(임진각),241438008,파주행복센터,229000341,임진각,229001821,20분~25분,,5:30,23:00,,
2765, 파주시,파주-우리교통,032,241439002,유승아파트,229002796,봉일천고등학교,229002366,40분~50분,,5:30,22:50,,
2766, 파주시,파주-우리교통,033-1,241439004,탄현중학교,229001761,탄현중학교,229002730,,,8:00,16:40,,
2767, 파주시,파주-우리교통,030,241439005,웅지세무대학,229002758,금릉역,229001562,20분~25분,,5:30,22:30,,
2768, 파주시,파주-우리교통,033,241439006,탄현중학교,229001761,금촌로타리.평생학습관,229000569,25분,,5:30,23:10,,
2769, 파주시,파주-우리교통,080A,241439010,운정역,229001579,운정역,229001579,10분,,5:30,23:20,,
2770, 파주시,파주-우리교통,080B,241439011,운정역,229001622,운정역,229001622,10분,,5:30,23:20,,
2771, 파주시,파주-우리교통,081,241439012,야당역,229002806,운정고등학교,229001547,15분,,5:30,23:20,,
2772, 파주시,파주-동원교통,061,241440001,비암2리,235000532,금촌역,229000585,90분~180분,,6:30,21:00,,
2773, 파주시,파주-동원교통,062,241440002,용미4리.묘지입구,229523120,금촌역,229000582,30분~90분,,6:00,21:00,,
2774, 파주시,파주-동원교통,061-1,241440004,비암2리,235000532,신산4리마을회관,229514220,160분~250분,,6:30,15:30,,
2775, 파주시,파주-기흥여객,065,241441001,기흥여객차고지,229000260,고양자유학교앞,219000222,9분~19분,,5:30,23:00,,
2776, 파주시,파주-기흥여객,066,241441002,기흥여객차고지,229000260,뇌조리,229002486,45분~55분,,5:30,22:30,,
2777, 파주시,파주-기흥여객,065(봉고),241441003,기흥여객차고지,229000260,그린씨티동문아파트,229000473,,,8:11,,,
2778, 파주시,파주-기흥여객,065(봉중등교),241441004,기흥여객차고지,229000260,그린씨티동문아파트,229000473,,,8:21,,,
2779, 파주시,파주-기흥여객,065(봉중하교),241441005,기흥여객차고지,229000260,그린씨티동문아파트,229000473,35분,,,,,
2780, 파주시,파주-한전운수,053세성1,241442001,한진1차.문산역,229000289,한양수자인리버팰리스,229001608,30분~60분,,6:07,22:38,,
2781, 파주시,파주-한전운수,053마정1,241442002,한진1차.문산역,229000289,마정1리,229002726,8분~60분,,7:12,22:10,,
2782, 파주시,파주-한전운수,054-1주공,241442003,한전운수차고지,229002816,당동주공1.2단지,229000347,15분,,7:00,7:00,,
2783, 파주시,파주-한전운수,054-2주공,241442004,문산역,229000290,당동주공1.2단지,229000347,,,7:35,7:35,,
2784, 파주시,파주-한전운수,054-3한양,241442005,문산역,229000290,문산역,229000290,45분,,7:15,8:00,,
2785, 파주시,파주-한전운수,054-4북중,241442006,한진1차.문산역,229000289,문산북중고,229002812,,,8:28,8:28,,
2786, 파주시,파주-한전운수,055마정1,241442007,한진1차.문산역,229000289,마정1리,229002726,,,9:52,22:10,,
2787, 파주시,파주-한전운수,055세성1,241442008,한진1차.문산역,229000289,한양수자인리버팰리스,229001608,12분~18분,,6:45,22:38,,
2788, 파주시,파주-한전운수,055임진,241442009,한진1차.문산역,229000288,임진리,229002702,,,7:15,7:45,,
2789, 파주시,파주-한전운수,055월롱1,241442010,한진1차.문산역,229000289,한진1차.문산역,229000288,100분~180분,,8:45,19:50,,
2790, 파주시,파주-한전운수,055월롱2,241442011,한진1차.문산역,229000289,능산1리마을회관,229002712,30분~180분,,7:15,18:28,,
2791, 파주시,파주-한전운수,054-5행복,241442012,힐스테이트2차,229002807,문산읍행정복지센터,229002444,,,8:35,18:00,,
2792, 파주시,파주-한전운수,054-6문산,241442013,문산읍행정복지센터,229002444,문산역,229000290,,,9:00,18:20,,
2793, 파주시,파주-한전운수,054-7한양,241442014,한진1차.문산역,229000289,한양수자인리버팰리스,229001608,,,12:13,23:15,,
2794, 파주시,파주-한전운수,054-8문산,241442015,힐스테이트2차,229002807,한진1차.문산역,229000288,,,12:23,23:10,,
2795, 파주시,파주-한전운수,053세성2,241442016,한진1차.문산역,229000289,한진1차.문산역,229000288,,,,,,
2796, 파주시,파주-한전운수,053마정2,241442017,한진1차.문산역,229000289,마정1리,229002726,,,,,,
2797, 파주시,파주-한전운수,055마정2,241442018,한진1차.문산역,229000289,마정1리,229002726,,,,,,
2798, 파주시,파주-한전운수,055세성2,241442019,한진1차.문산역,229000289,한양수자인리버팰리스,229001608,,,,,,
2799, 파주시,파주-한전운수,055세성3,241442020,한진1차.문산역,229000289,한양수자인리버팰리스,229001608,,,,,,
2800, 파주시,파주-한전운수,055월롱3,241442021,한진1차.문산역,229000289,능산1리마을회관,229002712,,,,,,
2801, 파주시,파주-신일운수,021,241443002,북파주농협.구문산터미널,229001026,노인복지회관.경찰서,229000547,60분,,5:20,21:50,,
2802, 파주시,파주-신일운수,017,241443003,파주행복센터,229000341,파주역,229000592,80분,,6:25,18:25,,
2803, 파주시,파주-신일운수,059,241443004,파주행복센터,229000341,내포4리종점,229002635,100분,,5:40,21:10,,
2804, 파주시,파주-으뜸교통,091,241444001,적성전통시장,229001391,적성전통시장,229001391,80분,,6:00,21:30,,
2805, 파주시,파주-신대운여객,068,241454002,팜스프링아파트후문,229001185,푸르지오후문,229002775,10분,,5:30,23:20,,
2806, 파주시,파주-신대운여객,022,241454003,용상골,229001675,대림슈퍼,229002375,20분~25분,,5:30,23:00,,
2807, 파주시,파주-신대운여객,023,241454004,월롱시민공원,229001270,도내4리마을회관,229000060,,,,,,
2808, 파주시,파주-신대운여객,069,241454007,월롱역,229000615,서영대학교,229001273,15분,,5:30,23:30,,
2809, 파주시,파주-신대운여객,084,241454010,운정역,229002362,야당역,229002806,15분,,6:00,21:45,,
2810, 파주시,파주-신대운여객,086,241454011,야당역,229002806,출판단지.신촌동,229001346,40분,,6:00,23:30,,
2811, 파주시,파주-신대운여객,084(와석초),241454012,운정역,229002362,와석초교,229002342,15분,,8:00,15:45,,
2812, 파주시,파주-신대운여객,084(심야),241454013,운정역,229002362,야당역,229002806,15분,,22:00,23:45,,
2813, 파주시,파주-신대운여객,089,241454014,그린씨티동문아파트,229000472,숲속길마을7단지,229000849,15분,,5:30,23:50,,
2814, 평택시,협진여객,2,214000001,용이동차고지,214001302,오산대학,223000132,7분~10분,7분~10분,04:50,22:15,05:50,23:20
2815, 평택시,서울고속,3,214000002,기남방송,214001320,신가리,500000119,80분,80분,08:10,21:45,09:10,22:35
2816, 평택시,서울고속,3-1,214000003,월곡동입구,214000750,노와2리입구,214000220,83분,83분,06:25,21:00,07:10,21:50
2817, 평택시,서울고속,15,214000005,기남방송,214001320,신대2리,214001273,22분,22분,05:20,22:15,06:15,23:10
2818, 평택시,협진여객,2-2,214000006,용이동차고지,214001302,오산대학,223000132,8분~13분,20분,04:50,22:00,05:55,23:20
2819, 평택시,서울고속,15-1,214000007,기남방송,214001320,도두1리(경유),277101613,105분,105분,07:20,21:30,08:25,22:30
2820, 평택시,서울고속,15-1,214000007,기남방송,214001320,도두1리(경유),277101613,105분,105분,07:20,21:35,08:25,22:35
2821, 평택시,서울고속,15-2,214000010,기남방송,214001320,신대2리,214001273,,,07:00,15:00,08:10,16:10
2822, 평택시,서울고속,110,214000011,평택터미널,214000595,성환터미널,500000167,60분,60분,06:20,20:00,06:45,20:30
2823, 평택시,서울고속,57,214000012,용이2차푸르지오.반도유보라,214001366,신남2리,500000172,,,07:50,07:50,09:00,09:00
2824, 평택시,서울고속,57-1,214000013,용이2차푸르지오.반도유보라,214001366,대사1리,214000358,,,05:50,18:30,,
2825, 평택시,협진여객,1-1,214000014,용이동차고지,214001302,K55정문,214000298,15분,20분,05:00,22:45,06:00,23:40
2826, 평택시,서울고속,7,214000015,기남방송,214001320,서정리역,214000473,90분,90분,06:10,21:10,07:20,22:20
2827, 평택시,서울고속,7-3,214000016,기남방송,214001320,서정리역,214000473,100분,100분,08:50,21:55,10:15,20:45
2828, 평택시,서울고속,7-4,214000017,기남방송,214001320,서정리역,214000473,100분,100분,07:40,18:10,06:20,19:30
2829, 평택시,서울고속,20,214000018,용이동차고지,214001302,K6정문.캠프험프리,214000800,7분,7분,05:00,23:00,05:35,23:40
2830, 평택시,서울고속,7-1,214000019,대동초교,214001526,송탄동주민센터,214001498,14분,16분,05:50,22:45,06:00,22:45
2831, 평택시,서울고속,7-1,214000019,대동초교,214001526,송탄동주민센터,214001498,14분,16분,06:00,22:30,06:00,22:30
2832, 평택시,서울고속,7-2,214000020,배다리마을5단지,214000049,신촌,214000057,35분,35분,06:10,22:50,06:10,22:35
2833, 평택시,서울고속,8,214000021,기남방송,214001320,양성터미널,231000076,,,05:35,21:55,06:35,22:00
2834, 평택시,협진여객,50,214000022,지제역차고지,214002019,봉산로터리,231001360,7분,13분,04:50,23:00,05:40,23:40
2835, 평택시,서울고속,8-2,214000024,기남방송,214001320,성은리,231001232,,,06:45,21:20,07:55,22:15
2836, 평택시,서울고속,100,214000026,평택장례문화원,214001506,평택중학교,214000553,30분~75분,60분~80분,06:30,20:20,06:30,20:20
2837, 평택시,서울고속,100,214000026,평택장례문화원,214001506,평택중학교,214000553,30분~75분,60분~80분,06:30,21:20,06:30,21:20
2838, 평택시,서울고속,100-1,214000027,평택장례문화원,214001506,평택장례문화원,214001512,30분~40분,60분~80분,06:45,20:40,06:45,20:40
2839, 평택시,서울고속,100-1,214000027,평택장례문화원,214001506,평택장례문화원,214001512,30분~40분,60분~80분,06:45,21:20,06:45,21:20
2840, 평택시,서울고속,100-2,214000028,평택장례문화원,214001506,한국폴리텍대학반도체융합캠퍼스,231001203,20분~70분,20분~70분,06:30,21:50,06:30,21:20
